Code,County,State,Labor_count,Employed,Unemployed,unemployment_rate
CN4703700000000,Davidson , TN,"404,747     ","387,756     ","16,991     ",4.2     
CN4703900000000,Decatur , TN,"4,308     ","4,061     ",247     ,5.7     
CN4704100000000,DeKalb , TN,"7,758     ","7,409     ",349     ,4.5     
CN4704300000000,Dickson , TN,"27,087     ","26,174     ",913     ,3.4     
CN4704500000000,Dyer , TN,"16,075     ","15,333     ",742     ,4.6     
CN4704700000000,Fayette , TN,"19,283     ","18,489     ",794     ,4.1     
CN4704900000000,Fentress , TN,"7,526     ","7,223     ",303     ,4.0     
CN4705100000000,Franklin , TN,"19,463     ","18,718     ",745     ,3.8     
CN4705300000000,Gibson , TN,"21,522     ","20,600     ",922     ,4.3     
CN4705500000000,Giles , TN,"14,638     ","14,005     ",633     ,4.3     
CN4705700000000,Grainger , TN,"9,603     ","9,198     ",405     ,4.2     
CN4705900000000,Greene , TN,"28,818     ","27,552     ","1,266     ",4.4     
CN4706100000000,Grundy , TN,"5,030     ","4,757     ",273     ,5.4     
CN4706300000000,Hamblen , TN,"27,883     ","26,771     ","1,112     ",4.0     
CN4706500000000,Hamilton , TN,"184,161     ","176,741     ","7,420     ",4.0     
CN4706700000000,Hancock , TN,"2,253     ","2,144     ",109     ,4.8     
CN4706900000000,Hardeman , TN,"8,964     ","8,423     ",541     ,6.0     
CN4707100000000,Hardin , TN,"10,193     ","9,735     ",458     ,4.5     
CN4707300000000,Hawkins , TN,"23,137     ","22,112     ","1,025     ",4.4     
CN4707500000000,Haywood , TN,"7,624     ","7,175     ",449     ,5.9     
CN4707700000000,Henderson , TN,"11,873     ","11,356     ",517     ,4.4     
CN4707900000000,Henry , TN,"14,147     ","13,585     ",562     ,4.0     
CN4708100000000,Hickman , TN,"11,445     ","11,047     ",398     ,3.5     
CN4708300000000,Houston , TN,"3,208     ","3,053     ",155     ,4.8     
CN4708500000000,Humphreys , TN,"8,650     ","8,316     ",334     ,3.9     
CN4708700000000,Jackson , TN,"4,773     ","4,566     ",207     ,4.3     
CN4708900000000,Jefferson , TN,"24,817     ","23,796     ","1,021     ",4.1     
CN4709100000000,Johnson , TN,"7,761     ","7,488     ",273     ,3.5     
CN4709300000000,Knox , TN,"247,312     ","239,274     ","8,038     ",3.3     
CN4709500000000,Lake , TN,"1,659     ","1,560     ",99     ,6.0     
CN4709700000000,Lauderdale , TN,"9,621     ","9,047     ",574     ,6.0     
CN4709900000000,Lawrence , TN,"19,378     ","18,549     ",829     ,4.3     
CN4710100000000,Lewis , TN,"5,555     ","5,294     ",261     ,4.7     
CN4710300000000,Lincoln , TN,"16,155     ","15,500     ",655     ,4.1     
CN4710500000000,Loudon , TN,"23,966     ","23,152     ",814     ,3.4     
CN4710700000000,McMinn , TN,"22,540     ","21,517     ","1,023     ",4.5     
CN4710900000000,McNairy , TN,"8,335     ","7,890     ",445     ,5.3     
CN4711100000000,Macon , TN,"11,349     ","10,934     ",415     ,3.7     
CN4711300000000,Madison , TN,"49,358     ","47,131     ","2,227     ",4.5     
CN4711500000000,Marion , TN,"12,328     ","11,797     ",531     ,4.3     
CN4711700000000,Marshall , TN,"15,495     ","14,798     ",697     ,4.5     
CN4711900000000,Maury , TN,"52,080     ","49,615     ","2,465     ",4.7     
CN4712100000000,Meigs , TN,"5,162     ","4,911     ",251     ,4.9     
CN4712300000000,Monroe , TN,"20,635     ","19,850     ",785     ,3.8     
CN4712500000000,Montgomery , TN,"87,746     ","83,799     ","3,947     ",4.5     
CN4712700000000,Moore , TN,"3,577     ","3,483     ",94     ,2.6     
CN4712900000000,Morgan , TN,"7,731     ","7,397     ",334     ,4.3     
CN4713100000000,Obion , TN,"12,285     ","11,710     ",575     ,4.7     
CN4713300000000,Overton , TN,"9,950     ","9,594     ",356     ,3.6     
CN4713500000000,Perry , TN,"2,889     ","2,682     ",207     ,7.2     
CN4713700000000,Pickett , TN,"2,200     ","2,116     ",84     ,3.8     
CN4713900000000,Polk , TN,"7,119     ","6,826     ",293     ,4.1     
CN4714100000000,Putnam , TN,"35,527     ","34,214     ","1,313     ",3.7     
CN4714300000000,Rhea , TN,"13,588     ","12,936     ",652     ,4.8     
CN4714500000000,Roane , TN,"23,377     ","22,451     ",926     ,4.0     
CN4714700000000,Robertson , TN,"38,067     ","36,806     ","1,261     ",3.3     
CN4714900000000,Rutherford , TN,"190,190     ","183,656     ","6,534     ",3.4     
CN4715100000000,Scott , TN,"8,020     ","7,613     ",407     ,5.1     
CN4715300000000,Sequatchie , TN,"6,189     ","5,916     ",273     ,4.4     
CN4715500000000,Sevier , TN,"54,854     ","52,705     ","2,149     ",3.9     
CN4715700000000,Shelby , TN,"447,442     ","416,969     ","30,473     ",6.8     
CN4715900000000,Smith , TN,"9,471     ","9,156     ",315     ,3.3     
CN4716100000000,Stewart , TN,"5,377     ","5,156     ",221     ,4.1     
CN4716300000000,Sullivan , TN,"68,879     ","65,973     ","2,906     ",4.2     
CN4716500000000,Sumner , TN,"105,810     ","102,294     ","3,516     ",3.3     
CN4716700000000,Tipton , TN,"27,707     ","26,518     ","1,189     ",4.3     
CN4716900000000,Trousdale , TN,"5,571     ","5,367     ",204     ,3.7     
CN4717100000000,Unicoi , TN,"7,062     ","6,715     ",347     ,4.9     
CN4717300000000,Union , TN,"7,751     ","7,441     ",310     ,4.0     
CN4717500000000,Van Buren , TN,"2,014     ","1,914     ",100     ,5.0     
CN4717700000000,Warren , TN,"16,806     ","16,019     ",787     ,4.7     
CN4717900000000,Washington , TN,"61,172     ","59,000     ","2,172     ",3.6     
CN4718100000000,Wayne , TN,"6,286     ","6,031     ",255     ,4.1     
CN4718300000000,Weakley , TN,"15,461     ","14,878     ",583     ,3.8     
CN4718500000000,White , TN,"11,843     ","11,379     ",464     ,3.9     
CN4718700000000,Williamson , TN,"133,778     ","130,456     ","3,322     ",2.5     
CN4718900000000,Wilson , TN,"79,606     ","77,054     ","2,552     ",3.2     
CN4800100000000,Anderson , TX,"23,234     ","22,109     ","1,125     ",4.8     
CN4800300000000,Andrews , TX,"8,992     ","8,465     ",527     ,5.9     
CN4800500000000,Angelina , TX,"35,754     ","33,431     ","2,323     ",6.5     
CN4800700000000,Aransas , TX,"9,256     ","8,584     ",672     ,7.3     
CN4800900000000,Archer , TX,"3,975     ","3,808     ",167     ,4.2     
CN4801100000000,Armstrong , TX,920     ,887     ,33     ,3.6     
CN4801300000000,Atascosa , TX,"21,901     ","20,550     ","1,351     ",6.2     
CN4801500000000,Austin , TX,"13,696     ","12,940     ",756     ,5.5     
CN4801700000000,Bailey , TX,"2,411     ","2,292     ",119     ,4.9     
CN4801900000000,Bandera , TX,"10,227     ","9,745     ",482     ,4.7     
CN4802100000000,Bastrop , TX,"45,101     ","43,084     ","2,017     ",4.5     
CN4802300000000,Baylor , TX,"1,816     ","1,755     ",61     ,3.4     
CN4802500000000,Bee , TX,"9,293     ","8,484     ",809     ,8.7     
CN4802700000000,Bell , TX,"147,526     ","139,057     ","8,469     ",5.7     
CN4802900000000,Bexar , TX,"945,855     ","895,189     ","50,666     ",5.4     
CN4803100000000,Blanco , TX,"6,866     ","6,638     ",228     ,3.3     
CN4803300000000,Borden , TX,581     ,567     ,14     ,2.4     
CN4803500000000,Bosque , TX,"8,429     ","8,044     ",385     ,4.6     
CN4803700000000,Bowie , TX,"39,047     ","36,770     ","2,277     ",5.8     
CN4803900000000,Brazoria , TX,"180,207     ","167,799     ","12,408     ",6.9     
CN4804100000000,Brazos , TX,"121,046     ","116,075     ","4,971     ",4.1     
CN4804300000000,Brewster , TX,"4,181     ","3,991     ",190     ,4.5     
CN4804500000000,Briscoe , TX,574     ,547     ,27     ,4.7     
CN4804700000000,Brooks , TX,"2,499     ","2,268     ",231     ,9.2     
CN4804900000000,Brown , TX,"15,267     ","14,475     ",792     ,5.2     
CN4805100000000,Burleson , TX,"8,396     ","7,977     ",419     ,5.0     
CN4805300000000,Burnet , TX,"24,594     ","23,676     ",918     ,3.7     
CN4805500000000,Caldwell , TX,"19,988     ","19,008     ",980     ,4.9     
CN4805700000000,Calhoun , TX,"12,224     ","11,625     ",599     ,4.9     
CN4805900000000,Callahan , TX,"6,134     ","5,850     ",284     ,4.6     
CN4806100000000,Cameron , TX,"175,073     ","160,786     ","14,287     ",8.2     
CN4806300000000,Camp , TX,"5,116     ","4,812     ",304     ,5.9     
CN4806500000000,Carson , TX,"2,958     ","2,844     ",114     ,3.9     
CN4806700000000,Cass , TX,"12,386     ","11,556     ",830     ,6.7     
CN4806900000000,Castro , TX,"3,380     ","3,263     ",117     ,3.5     
CN4807100000000,Chambers , TX,"20,681     ","18,967     ","1,714     ",8.3     
CN4807300000000,Cherokee , TX,"20,864     ","19,527     ","1,337     ",6.4     
CN4807500000000,Childress , TX,"3,011     ","2,903     ",108     ,3.6     
CN4807700000000,Clay , TX,"4,831     ","4,593     ",238     ,4.9     
CN4807900000000,Cochran , TX,"1,072     ","1,004     ",68     ,6.3     
CN4808100000000,Coke , TX,"1,365     ","1,300     ",65     ,4.8     
CN4808300000000,Coleman , TX,"2,937     ","2,761     ",176     ,6.0     
CN4808500000000,Collin , TX,"599,164     ","573,302     ","25,862     ",4.3     
CN4808700000000,Collingsworth , TX,"1,090     ","1,043     ",47     ,4.3     
CN4808900000000,Colorado , TX,"9,907     ","9,436     ",471     ,4.8     
CN4809100000000,Comal , TX,"79,105     ","75,529     ","3,576     ",4.5     
CN4809300000000,Comanche , TX,"6,032     ","5,756     ",276     ,4.6     
CN4809500000000,Concho , TX,"1,350     ","1,293     ",57     ,4.2     
CN4809700000000,Cooke , TX,"19,360     ","18,384     ",976     ,5.0     
CN4809900000000,Coryell , TX,"24,346     ","22,968     ","1,378     ",5.7     
CN4810100000000,Cottle , TX,604     ,576     ,28     ,4.6     
CN4810300000000,Crane , TX,"1,626     ","1,470     ",156     ,9.6     
CN4810500000000,Crockett , TX,"1,467     ","1,368     ",99     ,6.7     
CN4810700000000,Crosby , TX,"2,376     ","2,243     ",133     ,5.6     
CN4810900000000,Culberson , TX,"1,066     ","1,015     ",51     ,4.8     
CN4811100000000,Dallam , TX,"3,803     ","3,703     ",100     ,2.6     
CN4811300000000,Dallas , TX,"1,372,277     ","1,295,698     ","76,579     ",5.6     
CN4811500000000,Dawson , TX,"4,598     ","4,276     ",322     ,7.0     
CN4811700000000,Deaf Smith , TX,"8,749     ","8,429     ",320     ,3.7     
CN4811900000000,Delta , TX,"2,443     ","2,324     ",119     ,4.9     
CN4812100000000,Denton , TX,"528,401     ","505,287     ","23,114     ",4.4     
CN4812300000000,DeWitt , TX,"9,414     ","8,958     ",456     ,4.8     
CN4812500000000,Dickens , TX,693     ,658     ,35     ,5.1     
CN4812700000000,Dimmit , TX,"5,830     ","5,497     ",333     ,5.7     
CN4812900000000,Donley , TX,"1,448     ","1,389     ",59     ,4.1     
CN4813100000000,Duval , TX,"5,463     ","5,011     ",452     ,8.3     
CN4813300000000,Eastland , TX,"7,341     ","6,918     ",423     ,5.8     
CN4813500000000,Ector , TX,"80,507     ","73,816     ","6,691     ",8.3     
CN4813700000000,Edwards , TX,"1,265     ","1,210     ",55     ,4.3     
CN4813900000000,Ellis , TX,"98,901     ","94,460     ","4,441     ",4.5     
CN4814100000000,El Paso , TX,"363,843     ","341,151     ","22,692     ",6.2     
CN4814300000000,Erath , TX,"20,529     ","19,610     ",919     ,4.5     
CN4814500000000,Falls , TX,"6,576     ","6,226     ",350     ,5.3     
CN4814700000000,Fannin , TX,"17,165     ","16,478     ",687     ,4.0     
CN4814900000000,Fayette , TX,"11,857     ","11,350     ",507     ,4.3     
CN4815100000000,Fisher , TX,"1,606     ","1,538     ",68     ,4.2     
CN4815300000000,Floyd , TX,"2,503     ","2,359     ",144     ,5.8     
CN4815500000000,Foard , TX,589     ,569     ,20     ,3.4     
CN4815700000000,Fort Bend , TX,"407,603     ","383,362     ","24,241     ",5.9     
CN4815900000000,Franklin , TX,"5,223     ","4,994     ",229     ,4.4     
CN4816100000000,Freestone , TX,"6,323     ","5,865     ",458     ,7.2     
CN4816300000000,Frio , TX,"9,396     ","8,944     ",452     ,4.8     
CN4816500000000,Gaines , TX,"9,748     ","9,300     ",448     ,4.6     
CN4816700000000,Galveston , TX,"165,052     ","154,065     ","10,987     ",6.7     
CN4816900000000,Garza , TX,"1,988     ","1,888     ",100     ,5.0     
CN4817100000000,Gillespie , TX,"13,939     ","13,478     ",461     ,3.3     
CN4817300000000,Glasscock , TX,815     ,791     ,24     ,2.9     
CN4817500000000,Goliad , TX,"3,153     ","2,946     ",207     ,6.6     
CN4817700000000,Gonzales , TX,"9,594     ","9,184     ",410     ,4.3     
CN4817900000000,Gray , TX,"7,681     ","7,169     ",512     ,6.7     
CN4818100000000,Grayson , TX,"65,711     ","62,721     ","2,990     ",4.6     
CN4818300000000,Gregg , TX,"56,193     ","52,563     ","3,630     ",6.5     
CN4818500000000,Grimes , TX,"11,133     ","10,386     ",747     ,6.7     
CN4818700000000,Guadalupe , TX,"82,209     ","78,557     ","3,652     ",4.4     
CN4818900000000,Hale , TX,"11,915     ","11,191     ",724     ,6.1     
CN4819100000000,Hall , TX,"1,087     ","1,028     ",59     ,5.4     
CN4819300000000,Hamilton , TX,"3,792     ","3,638     ",154     ,4.1     
CN4819500000000,Hansford , TX,"2,551     ","2,474     ",77     ,3.0     
CN4819700000000,Hardeman , TX,"1,722     ","1,648     ",74     ,4.3     
CN4819900000000,Hardin , TX,"24,760     ","22,791     ","1,969     ",8.0     
CN4820100000000,Harris , TX,"2,283,959     ","2,136,470     ","147,489     ",6.5     
CN4820300000000,Harrison , TX,"28,650     ","26,757     ","1,893     ",6.6     
CN4820500000000,Hartley , TX,"2,733     ","2,676     ",57     ,2.1     
CN4820700000000,Haskell , TX,"2,740     ","2,632     ",108     ,3.9     
CN4820900000000,Hays , TX,"129,600     ","124,271     ","5,329     ",4.1     
CN4821100000000,Hemphill , TX,"1,635     ","1,564     ",71     ,4.3     
CN4821300000000,Henderson , TX,"38,202     ","36,240     ","1,962     ",5.1     
CN4821500000000,Hidalgo , TX,"366,220     ","332,109     ","34,111     ",9.3     
CN4821700000000,Hill , TX,"16,822     ","15,980     ",842     ,5.0     
CN4821900000000,Hockley , TX,"10,657     ","10,015     ",642     ,6.0     
CN4822100000000,Hood , TX,"28,814     ","27,325     ","1,489     ",5.2     
CN4822300000000,Hopkins , TX,"17,828     ","17,055     ",773     ,4.3     
CN4822500000000,Houston , TX,"10,581     ","10,068     ",513     ,4.8     
CN4822700000000,Howard , TX,"13,256     ","12,390     ",866     ,6.5     
CN4822900000000,Hudspeth , TX,"1,849     ","1,742     ",107     ,5.8     
CN4823100000000,Hunt , TX,"44,928     ","42,619     ","2,309     ",5.1     
CN4823300000000,Hutchinson , TX,"8,498     ","7,987     ",511     ,6.0     
CN4823500000000,Irion , TX,773     ,735     ,38     ,4.9     
CN4823700000000,Jack , TX,"3,398     ","3,212     ",186     ,5.5     
CN4823900000000,Jackson , TX,"7,108     ","6,752     ",356     ,5.0     
CN4824100000000,Jasper , TX,"12,832     ","11,585     ","1,247     ",9.7     
CN4824300000000,Jeff Davis , TX,"1,023     ",979     ,44     ,4.3     
CN4824500000000,Jefferson , TX,"101,725     ","91,528     ","10,197     ",10.0     
CN4824700000000,Jim Hogg , TX,"1,859     ","1,695     ",164     ,8.8     
CN4824900000000,Jim Wells , TX,"15,607     ","14,019     ","1,588     ",10.2     
CN4825100000000,Johnson , TX,"85,557     ","81,406     ","4,151     ",4.9     
CN4825300000000,Jones , TX,"5,730     ","5,377     ",353     ,6.2     
CN4825500000000,Karnes , TX,"6,843     ","6,487     ",356     ,5.2     
CN4825700000000,Kaufman , TX,"71,942     ","68,423     ","3,519     ",4.9     
CN4825900000000,Kendall , TX,"22,781     ","21,908     ",873     ,3.8     
CN4826100000000,Kenedy , TX,183     ,172     ,11     ,6.0     
CN4826300000000,Kent , TX,447     ,434     ,13     ,2.9     
CN4826500000000,Kerr , TX,"22,061     ","21,071     ",990     ,4.5     
CN4826700000000,Kimble , TX,"1,905     ","1,826     ",79     ,4.1     
CN4826900000000,King , TX,448     ,444     ,4     ,0.9     
CN4827100000000,Kinney , TX,"1,244     ","1,175     ",69     ,5.5     
CN4827300000000,Kleberg , TX,"13,202     ","12,261     ",941     ,7.1     
CN4827500000000,Knox , TX,"1,457     ","1,389     ",68     ,4.7     
CN4827700000000,Lamar , TX,"24,493     ","23,149     ","1,344     ",5.5     
CN4827900000000,Lamb , TX,"5,211     ","4,951     ",260     ,5.0     
CN4828100000000,Lampasas , TX,"9,291     ","8,845     ",446     ,4.8     
CN4828300000000,La Salle , TX,"3,804     ","3,641     ",163     ,4.3     
CN4828500000000,Lavaca , TX,"8,640     ","8,253     ",387     ,4.5     
CN4828700000000,Lee , TX,"9,057     ","8,669     ",388     ,4.3     
CN4828900000000,Leon , TX,"6,184     ","5,746     ",438     ,7.1     
CN4829100000000,Liberty , TX,"34,870     ","31,677     ","3,193     ",9.2     
CN4829300000000,Limestone , TX,"8,528     ","8,001     ",527     ,6.2     
CN4829500000000,Lipscomb , TX,"1,502     ","1,446     ",56     ,3.7     
CN4829700000000,Live Oak , TX,"4,937     ","4,601     ",336     ,6.8     
CN4829900000000,Llano , TX,"8,900     ","8,469     ",431     ,4.8     
CN4830100000000,Loving , TX,438     ,434     ,4     ,0.9     
CN4830300000000,Lubbock , TX,"160,338     ","153,092     ","7,246     ",4.5     
CN4830500000000,Lynn , TX,"2,798     ","2,678     ",120     ,4.3     
CN4830700000000,McCulloch , TX,"3,157     ","2,953     ",204     ,6.5     
CN4830900000000,McLennan , TX,"122,192     ","116,247     ","5,945     ",4.9     
CN4831100000000,McMullen , TX,734     ,717     ,17     ,2.3     
CN4831300000000,Madison , TX,"4,691     ","4,398     ",293     ,6.2     
CN4831500000000,Marion , TX,"4,255     ","3,963     ",292     ,6.9     
CN4831700000000,Martin , TX,"2,605     ","2,480     ",125     ,4.8     
CN4831900000000,Mason , TX,"1,789     ","1,705     ",84     ,4.7     
CN4832100000000,Matagorda , TX,"16,489     ","15,114     ","1,375     ",8.3     
CN4832300000000,Maverick , TX,"23,752     ","20,739     ","3,013     ",12.7     
CN4832500000000,Medina , TX,"21,832     ","20,744     ","1,088     ",5.0     
CN4832700000000,Menard , TX,837     ,797     ,40     ,4.8     
CN4832900000000,Midland , TX,"99,301     ","93,631     ","5,670     ",5.7     
CN4833100000000,Milam , TX,"10,199     ","9,606     ",593     ,5.8     
CN4833300000000,Mills , TX,"1,905     ","1,822     ",83     ,4.4     
CN4833500000000,Mitchell , TX,"2,346     ","2,179     ",167     ,7.1     
CN4833700000000,Montague , TX,"9,265     ","8,789     ",476     ,5.1     
CN4833900000000,Montgomery , TX,"293,629     ","276,611     ","17,018     ",5.8     
CN4834100000000,Moore , TX,"10,983     ","10,616     ",367     ,3.3     
CN4834300000000,Morris , TX,"4,624     ","4,140     ",484     ,10.5     
CN4834500000000,Motley , TX,453     ,430     ,23     ,5.1     
CN4834700000000,Nacogdoches , TX,"28,255     ","26,714     ","1,541     ",5.5     
CN4834900000000,Navarro , TX,"23,685     ","22,479     ","1,206     ",5.1     
CN4835100000000,Newton , TX,"4,897     ","4,387     ",510     ,10.4     
CN4835300000000,Nolan , TX,"7,091     ","6,754     ",337     ,4.8     
CN4835500000000,Nueces , TX,"163,825     ","152,485     ","11,340     ",6.9     
CN4835700000000,Ochiltree , TX,"3,952     ","3,772     ",180     ,4.6     
CN4835900000000,Oldham , TX,917     ,885     ,32     ,3.5     
CN4836100000000,Orange , TX,"34,858     ","31,719     ","3,139     ",9.0     
CN4836300000000,Palo Pinto , TX,"12,902     ","12,161     ",741     ,5.7     
CN4836500000000,Panola , TX,"9,691     ","9,040     ",651     ,6.7     
CN4836700000000,Parker , TX,"71,585     ","68,413     ","3,172     ",4.4     
CN4836900000000,Parmer , TX,"4,976     ","4,834     ",142     ,2.9     
CN4837100000000,Pecos , TX,"6,164     ","5,724     ",440     ,7.1     
CN4837300000000,Polk , TX,"18,571     ","17,079     ","1,492     ",8.0     
CN4837500000000,Potter , TX,"54,259     ","51,926     ","2,333     ",4.3     
CN4837700000000,Presidio , TX,"3,101     ","2,774     ",327     ,10.5     
CN4837900000000,Rains , TX,"6,318     ","6,073     ",245     ,3.9     
CN4838100000000,Randall , TX,"74,603     ","71,978     ","2,625     ",3.5     
CN4838300000000,Reagan , TX,"1,653     ","1,526     ",127     ,7.7     
CN4838500000000,Real , TX,"1,144     ","1,076     ",68     ,5.9     
CN4838700000000,Red River , TX,"5,320     ","5,006     ",314     ,5.9     
CN4838900000000,Reeves , TX,"8,608     ","8,103     ",505     ,5.9     
CN4839100000000,Refugio , TX,"3,037     ","2,833     ",204     ,6.7     
CN4839300000000,Roberts , TX,399     ,382     ,17     ,4.3     
CN4839500000000,Robertson , TX,"7,557     ","7,159     ",398     ,5.3     
CN4839700000000,Rockwall , TX,"56,678     ","54,240     ","2,438     ",4.3     
CN4839900000000,Runnels , TX,"4,618     ","4,430     ",188     ,4.1     
CN4840100000000,Rusk , TX,"22,047     ","20,721     ","1,326     ",6.0     
CN4840300000000,Sabine , TX,"3,965     ","3,587     ",378     ,9.5     
CN4840500000000,San Augustine , TX,"2,979     ","2,734     ",245     ,8.2     
CN4840700000000,San Jacinto , TX,"11,871     ","10,994     ",877     ,7.4     
CN4840900000000,San Patricio , TX,"29,428     ","26,830     ","2,598     ",8.8     
CN4841100000000,San Saba , TX,"2,203     ","2,100     ",103     ,4.7     
CN4841300000000,Schleicher , TX,"1,192     ","1,126     ",66     ,5.5     
CN4841500000000,Scurry , TX,"6,086     ","5,678     ",408     ,6.7     
CN4841700000000,Shackelford , TX,"1,845     ","1,771     ",74     ,4.0     
CN4841900000000,Shelby , TX,"11,484     ","10,862     ",622     ,5.4     
CN4842100000000,Sherman , TX,"1,408     ","1,366     ",42     ,3.0     
CN4842300000000,Smith , TX,"110,095     ","104,439     ","5,656     ",5.1     
CN4842500000000,Somervell , TX,"4,398     ","4,170     ",228     ,5.2     
CN4842700000000,Starr , TX,"25,381     ","21,263     ","4,118     ",16.2     
CN4842900000000,Stephens , TX,"4,190     ","3,984     ",206     ,4.9     
CN4843100000000,Sterling , TX,586     ,556     ,30     ,5.1     
CN4843300000000,Stonewall , TX,587     ,563     ,24     ,4.1     
CN4843500000000,Sutton , TX,"1,149     ","1,054     ",95     ,8.3     
CN4843700000000,Swisher , TX,"2,593     ","2,465     ",128     ,4.9     
CN4843900000000,Tarrant , TX,"1,099,856     ","1,041,556     ","58,300     ",5.3     
CN4844100000000,Taylor , TX,"67,165     ","64,246     ","2,919     ",4.3     
CN4844300000000,Terrell , TX,411     ,396     ,15     ,3.6     
CN4844500000000,Terry , TX,"4,776     ","4,484     ",292     ,6.1     
CN4844700000000,Throckmorton , TX,"1,008     ",980     ,28     ,2.8     
CN4844900000000,Titus , TX,"13,563     ","12,837     ",726     ,5.4     
CN4845100000000,Tom Green , TX,"54,009     ","51,382     ","2,627     ",4.9     
CN4845300000000,Travis , TX,"770,868     ","739,716     ","31,152     ",4.0     
CN4845500000000,Trinity , TX,"5,355     ","4,962     ",393     ,7.3     
CN4845700000000,Tyler , TX,"7,409     ","6,779     ",630     ,8.5     
CN4845900000000,Upshur , TX,"17,555     ","16,456     ","1,099     ",6.3     
CN4846100000000,Upton , TX,"1,762     ","1,670     ",92     ,5.2     
CN4846300000000,Uvalde , TX,"11,252     ","10,631     ",621     ,5.5     
CN4846500000000,Val Verde , TX,"22,098     ","20,785     ","1,313     ",5.9     
CN4846700000000,Van Zandt , TX,"26,780     ","25,515     ","1,265     ",4.7     
CN4846900000000,Victoria , TX,"40,785     ","38,175     ","2,610     ",6.4     
CN4847100000000,Walker , TX,"23,951     ","22,451     ","1,500     ",6.3     
CN4847300000000,Waller , TX,"24,799     ","23,216     ","1,583     ",6.4     
CN4847500000000,Ward , TX,"5,884     ","5,463     ",421     ,7.2     
CN4847700000000,Washington , TX,"15,187     ","14,391     ",796     ,5.2     
CN4847900000000,Webb , TX,"116,373     ","109,033     ","7,340     ",6.3     
CN4848100000000,Wharton , TX,"21,120     ","19,914     ","1,206     ",5.7     
CN4848300000000,Wheeler , TX,"2,066     ","1,937     ",129     ,6.2     
CN4848500000000,Wichita , TX,"55,325     ","52,400     ","2,925     ",5.3     
CN4848700000000,Wilbarger , TX,"4,891     ","4,569     ",322     ,6.6     
CN4848900000000,Willacy , TX,"6,976     ","6,245     ",731     ,10.5     
CN4849100000000,Williamson , TX,"340,568     ","326,982     ","13,586     ",4.0     
CN4849300000000,Wilson , TX,"24,999     ","23,899     ","1,100     ",4.4     
CN4849500000000,Winkler , TX,"3,726     ","3,439     ",287     ,7.7     
CN4849700000000,Wise , TX,"32,980     ","31,380     ","1,600     ",4.9     
CN4849900000000,Wood , TX,"17,988     ","16,977     ","1,011     ",5.6     
CN4850100000000,Yoakum , TX,"3,284     ","3,027     ",257     ,7.8     
CN4850300000000,Young , TX,"8,066     ","7,701     ",365     ,4.5     
CN4850500000000,Zapata , TX,"4,526     ","3,980     ",546     ,12.1     
CN4850700000000,Zavala , TX,"3,276     ","2,861     ",415     ,12.7     
CN4900100000000,Beaver , UT,"2,826     ","2,746     ",80     ,2.8     
CN4900300000000,Box Elder , UT,"26,895     ","26,237     ",658     ,2.4     
CN4900500000000,Cache , UT,"68,747     ","67,395     ","1,352     ",2.0     
CN4900700000000,Carbon , UT,"8,424     ","8,097     ",327     ,3.9     
CN4900900000000,Daggett , UT,415     ,400     ,15     ,3.6     
CN4901100000000,Davis , UT,"179,229     ","174,865     ","4,364     ",2.4     
CN4901300000000,Duchesne , UT,"7,748     ","7,372     ",376     ,4.9     
CN4901500000000,Emery , UT,"4,450     ","4,278     ",172     ,3.9     
CN4901700000000,Garfield , UT,"2,778     ","2,597     ",181     ,6.5     
CN4901900000000,Grand , UT,"6,574     ","6,285     ",289     ,4.4     
CN4902100000000,Iron , UT,"26,265     ","25,519     ",746     ,2.8     
CN4902300000000,Juab , UT,"6,159     ","6,036     ",123     ,2.0     
CN4902500000000,Kane , UT,"4,002     ","3,887     ",115     ,2.9     
CN4902700000000,Millard , UT,"6,018     ","5,875     ",143     ,2.4     
CN4902900000000,Morgan , UT,"5,779     ","5,658     ",121     ,2.1     
CN4903100000000,Piute , UT,479     ,458     ,21     ,4.4     
CN4903300000000,Rich , UT,"1,273     ","1,244     ",29     ,2.3     
CN4903500000000,Salt Lake , UT,"653,817     ","635,656     ","18,161     ",2.8     
CN4903700000000,San Juan , UT,"5,470     ","5,125     ",345     ,6.3     
CN4903900000000,Sanpete , UT,"13,057     ","12,691     ",366     ,2.8     
CN4904100000000,Sevier , UT,"9,992     ","9,666     ",326     ,3.3     
CN4904300000000,Summit , UT,"24,987     ","24,266     ",721     ,2.9     
CN4904500000000,Tooele , UT,"36,804     ","35,747     ","1,057     ",2.9     
CN4904700000000,Uintah , UT,"13,562     ","12,806     ",756     ,5.6     
CN4904900000000,Utah , UT,"332,018     ","324,289     ","7,729     ",2.3     
CN4905100000000,Wasatch , UT,"16,903     ","16,421     ",482     ,2.9     
CN4905300000000,Washington , UT,"83,600     ","81,174     ","2,426     ",2.9     
CN4905500000000,Wayne , UT,"1,506     ","1,435     ",71     ,4.7     
CN4905700000000,Weber , UT,"131,718     ","127,926     ","3,792     ",2.9     
CN5000100000000,Addison , VT,"19,901     ","19,352     ",549     ,2.8     
CN5000300000000,Bennington , VT,"16,919     ","16,189     ",730     ,4.3     
CN5000500000000,Caledonia , VT,"14,037     ","13,516     ",521     ,3.7     
CN5000700000000,Chittenden , VT,"92,865     ","90,238     ","2,627     ",2.8     
CN5000900000000,Essex , VT,"2,613     ","2,487     ",126     ,4.8     
